,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,dt_year,dt_month,dt_dayofweek,AgeuponOutcome_days,sex,desexed,Breed_is_mix,dogsize
160,A705924,Nero,2015-07-29 15:41:00,Transfer,Partner,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Brown/White,2015,7,2,2555.0,Male,Yes,True,s
161,A717167,Oscar,2016-01-23 16:05:00,Adoption,Foster,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black/White,2016,1,5,1460.0,Male,Yes,True,u
162,A711639,,2015-09-10 11:35:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie/Calico,2015,9,3,21.0,Female,No,True,u
163,A716760,Dasher,2015-12-06 17:08:00,Adoption,,Dog,Neutered Male,6 months,Border Collie Mix,Black/White,2015,12,6,180.0,Male,Yes,True,m
164,A709048,Libby,2015-08-08 17:58:00,Adoption,,Dog,Intact Female,5 months,Labrador Retriever Mix,Black/White,2015,8,5,150.0,Female,No,True,m
165,A719048,Gracie,2016-01-13 11:43:00,Return_to_owner,,Dog,Spayed Female,8 years,Maltese,White,2016,1,2,2920.0,Female,Yes,False,s
166,A707437,,2015-07-19 17:26:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,2015,7,6,60.0,Male,Yes,True,u
167,A706387,Sugar,2015-07-06 18:05:00,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Blue Tabby/White,2015,7,0,30.0,Female,Yes,True,u
168,A720668,,2016-02-15 18:30:00,Return_to_owner,,Dog,Spayed Female,5 months,Labrador Retriever Mix,White,2016,2,0,150.0,Female,Yes,True,m
169,A679341,Jethro,2014-05-31 13:58:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,2014,5,5,30.0,Male,No,True,u
170,A690519,,2014-10-23 09:00:00,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Blue Tabby,2014,10,3,120.0,Male,No,True,u
171,A708769,Keyla,2015-08-01 11:54:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Tan,2015,8,5,365.0,Female,Yes,True,s
172,A681462,Samson,2014-08-10 16:25:00,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever/Rottweiler,Black/Brown,2014,8,6,730.0,Male,Yes,False,m
173,A666444,August,2013-11-04 15:50:00,Transfer,Partner,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Tortie,2013,11,0,4015.0,Female,Yes,True,u
174,A701153,,2015-06-25 09:31:00,Adoption,Foster,Dog,Neutered Male,2 months,Dachshund/Manchester Terrier,Tricolor,2015,6,3,60.0,Male,Yes,False,s
175,A710071,Herb,2015-09-01 00:00:00,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black,2015,9,1,60.0,Male,Yes,True,u
176,A714602,Stripey,2015-10-29 18:44:00,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby,2015,10,3,60.0,Female,No,True,u
177,A700707,Sallie,2015-04-20 14:41:00,Adoption,,Dog,Spayed Female,1 month,Plott Hound/Labrador Retriever,Black/Brown Brindle,2015,4,0,30.0,Female,Yes,False,m
178,A702563,Klo Dog,2015-05-25 11:26:00,Return_to_owner,,Dog,Spayed Female,7 years,Chihuahua Shorthair/Rat Terrier,White/Tan,2015,5,0,2555.0,Female,Yes,False,s
179,A679441,,2014-05-21 13:47:00,Transfer,Partner,Cat,Intact Male,4 days,Domestic Shorthair Mix,Cream Tabby/White,2014,5,2,4.0,Male,No,True,u
180,A715729,Milo,2015-11-09 13:24:00,Return_to_owner,,Dog,Neutered Male,4 years,Siberian Husky,White/Gray,2015,11,0,1460.0,Male,Yes,False,m
181,A716575,Scarlet,2015-12-22 00:00:00,Transfer,Partner,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Tan/White,2015,12,1,730.0,Female,Yes,True,m
182,A714462,Pebbles,2015-11-14 13:26:00,Return_to_owner,,Dog,Spayed Female,1 year,Pointer Mix,White/Black,2015,11,5,365.0,Female,Yes,True,m
183,A717429,Cairo,2015-12-09 17:05:00,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White,2015,12,2,730.0,Male,Yes,True,m
184,A687336,,2014-09-03 18:51:00,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Medium Hair Mix,Brown Tabby,2014,9,2,28.0,Female,No,True,u
185,A713364,Calypso,2015-11-13 11:53:00,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White,2015,11,4,365.0,Female,No,True,u
186,A701999,Luna,2015-05-12 17:39:00,Adoption,,Dog,Spayed Female,2 years,Yorkshire Terrier/Miniature Poodle,Tan/Silver,2015,5,1,730.0,Female,Yes,False,s
187,A664304,,2013-10-03 12:27:00,Transfer,SCRP,Cat,Intact Male,10 months,Domestic Shorthair Mix,Orange Tabby,2013,10,3,300.0,Male,No,True,u
188,A698066,Diva,2015-03-07 12:50:00,Transfer,Partner,Dog,Spayed Female,4 years,German Shepherd Mix,White,2015,3,5,1460.0,Female,Yes,True,l
189,A680585,Olivia,2014-07-16 17:48:00,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White,2014,7,2,120.0,Female,Yes,True,u
190,A699715,Ashley,2015-05-13 11:51:00,Transfer,Partner,Dog,Spayed Female,6 years,Catahoula/Labrador Retriever,White/Tan,2015,5,2,2190.0,Female,Yes,False,u
191,A702246,,2015-05-15 17:47:00,Adoption,,Dog,Spayed Female,9 months,Miniature Poodle Mix,Black/White,2015,5,4,270.0,Female,Yes,True,s
192,A711918,Jaqueline,2015-09-19 14:33:00,Adoption,,Dog,Spayed Female,3 years,Jack Russell Terrier/Pit Bull,Red,2015,9,5,1095.0,Female,Yes,False,s
193,A676430,Tabitha,2014-11-23 12:43:00,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Torbie,2014,11,6,240.0,Female,Yes,True,u
194,A677577,Roxie,2014-05-01 16:12:00,Adoption,,Dog,Spayed Female,10 months,Queensland Heeler/Shetland Sheepdog,Red Tick/Black,2014,5,3,300.0,Female,Yes,False,m
195,A683666,,2015-09-01 00:00:00,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Cream Tabby,2015,9,1,365.0,Male,Yes,True,u
196,A713754,Harper,2015-10-27 16:44:00,Adoption,,Dog,Neutered Male,1 year,Catahoula Mix,Blue Merle,2015,10,1,365.0,Male,Yes,True,u
197,A703631,Hanley,2015-07-03 18:50:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,2015,7,4,365.0,Male,Yes,True,m
198,A676209,Boomer,2014-07-24 15:02:00,Adoption,Foster,Dog,Neutered Male,3 months,Labrador Retriever Mix,Yellow,2014,7,3,90.0,Male,Yes,True,m
199,A667508,Brownie,2013-11-19 18:30:00,Return_to_owner,,Dog,Intact Male,6 years,Chihuahua Shorthair Mix,Chocolate/Tan,2013,11,1,2190.0,Male,No,True,s
200,A671105,,2014-01-21 15:20:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Longhair Mix,Black,2014,1,1,365.0,,,True,u
201,A676056,Swisha,2014-04-10 10:13:00,Return_to_owner,,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Tan/White,2014,4,3,730.0,Male,Yes,True,m
202,A667963,,2013-11-30 18:48:00,Adoption,,Dog,Spayed Female,5 years,Dachshund Longhair Mix,Tan/White,2013,11,5,1825.0,Female,Yes,True,s
203,A702207,,2015-05-10 17:16:00,Euthanasia,Suffering,Cat,Neutered Male,12 years,Domestic Longhair Mix,Orange Tabby/White,2015,5,6,4380.0,Male,Yes,True,u
204,A672065,Dutchess,2014-04-08 12:50:00,Adoption,,Dog,Spayed Female,2 years,German Shepherd Mix,Sable,2014,4,1,730.0,Female,Yes,True,l
205,A688852,Buddy,2014-10-18 18:48:00,Adoption,,Dog,Neutered Male,6 years,Labrador Retriever Mix,Black/White,2014,10,5,2190.0,Male,Yes,True,m
206,A705885,Meowser,2015-06-27 18:24:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,2015,6,5,90.0,Male,Yes,True,u
207,A670949,Cassie,2014-02-01 11:13:00,Return_to_owner,,Dog,Spayed Female,8 months,Doberman Pinsch Mix,Tricolor,2014,2,5,240.0,Female,Yes,True,l
208,A665666,Teddy,2013-12-27 15:49:00,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,2013,12,4,365.0,Male,Yes,True,u
209,A714575,Isis,2015-10-31 15:18:00,Transfer,Partner,Cat,Intact Female,15 years,Domestic Shorthair Mix,Black,2015,10,5,5475.0,Female,No,True,u
210,A690480,,2014-10-22 17:46:00,Transfer,Partner,Dog,Intact Female,3 weeks,Pointer Mix,Chocolate/White,2014,10,2,21.0,Female,No,True,m
211,A691636,Dali,2014-11-13 16:07:00,Adoption,,Dog,Neutered Male,5 months,Dachshund/Jack Russell Terrier,White/Brown,2014,11,3,150.0,Male,Yes,False,s
212,A678482,,2014-05-14 19:15:00,Adoption,,Dog,Neutered Male,2 years,Miniature Poodle/Miniature Schnauzer,Black/White,2014,5,2,730.0,Male,Yes,False,s
213,A687785,Bella,2014-12-30 09:38:00,Adoption,Foster,Dog,Spayed Female,2 years,Whippet Mix,Brown Brindle/White,2014,12,1,730.0,Female,Yes,True,m
214,A716839,Dino,2015-11-27 14:06:00,Return_to_owner,,Dog,Intact Male,2 years,Australian Shepherd Mix,Brown Merle/White,2015,11,4,730.0,Male,No,True,m
215,A718547,,2016-01-11 14:23:00,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Tan/White,2016,1,0,730.0,Female,Yes,True,m
216,A687989,,2014-09-12 18:38:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico,2014,9,4,21.0,Female,No,True,u
217,A694408,Emma,2015-05-28 13:14:00,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Tiger/White,2015,5,3,365.0,Female,Yes,True,m
218,A698940,,2015-03-21 09:00:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,2015,3,5,730.0,Male,No,True,u
219,A666074,Jackson,2013-10-30 15:14:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,2013,10,2,28.0,Male,No,True,u
220,A675549,Marco,2014-04-08 15:29:00,Transfer,Partner,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown,2014,4,1,1460.0,Male,Yes,True,s
221,A682131,,2014-06-24 19:15:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,2014,6,1,21.0,Male,No,True,u
222,A674737,Byron,2014-05-27 08:21:00,Adoption,Foster,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,2014,5,1,60.0,Male,No,True,u
223,A719876,Oreo,2016-02-02 15:58:00,Transfer,Partner,Dog,Spayed Female,1 year,Rat Terrier Mix,White/Black,2016,2,1,365.0,Female,Yes,True,s
224,A676626,Pia,2014-05-30 16:54:00,Adoption,Foster,Dog,Spayed Female,2 months,English Pointer Mix,Brown/White,2014,5,4,60.0,Female,Yes,True,u
225,A666478,Bleu,2013-11-04 17:51:00,Adoption,,Dog,Spayed Female,1 year,Miniature Schnauzer/Yorkshire Terrier,Black/White,2013,11,0,365.0,Female,Yes,False,s
226,A683507,,2014-07-15 17:26:00,Adoption,,Dog,Spayed Female,3 years,Cairn Terrier Mix,Buff,2014,7,1,1095.0,Female,Yes,True,s
227,A487470,Midnight,2014-01-20 18:40:00,Euthanasia,Aggressive,Dog,Neutered Male,9 years,Labrador Retriever/Pit Bull,Black,2014,1,0,3285.0,Male,Yes,False,m
228,A665661,Julia,2015-09-07 15:05:00,Return_to_owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White/Black,2015,9,0,730.0,Female,Yes,True,u
229,A668260,,2013-12-02 14:10:00,Transfer,Partner,Dog,Spayed Female,5 years,Great Dane,Black/White,2013,12,0,1825.0,Female,Yes,False,l
230,A716964,Rello,2015-11-29 18:11:00,Return_to_owner,,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/White,2015,11,6,730.0,Male,No,True,s
231,A701029,Bode,2015-05-01 11:04:00,Return_to_owner,,Dog,Neutered Male,2 years,Chesa Bay Retr,Brown,2015,5,4,730.0,Male,Yes,False,m
232,A668506,Jake,2015-11-03 16:40:00,Return_to_owner,,Dog,Neutered Male,7 years,German Shepherd,Brown/Black,2015,11,1,2555.0,Male,Yes,False,l
233,A684709,,2014-07-28 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,2014,7,0,365.0,Female,No,True,u
234,A616229,Rebecca,2015-11-21 15:21:00,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Black/White,2015,11,5,2190.0,Female,Yes,True,u
235,A680336,Buddy,2014-07-12 20:04:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,2014,7,5,60.0,Male,Yes,True,u
236,A701898,Anita,2015-05-10 18:38:00,Return_to_owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/Black,2015,5,6,365.0,Female,Yes,True,s
237,A666971,,2013-11-14 17:14:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,2013,11,3,60.0,Male,Yes,True,u
238,A691605,Daisy,2014-11-08 14:41:00,Return_to_owner,,Dog,Spayed Female,6 years,Plott Hound Mix,Brown Brindle,2014,11,5,2190.0,Female,Yes,True,m
239,A703244,,2015-05-26 16:02:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,2015,5,1,60.0,Male,No,True,u
240,A705111,Kiki,2015-06-24 15:25:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/Black,2015,6,2,730.0,Female,Yes,True,s
241,A685460,Jerrid,2014-08-19 18:25:00,Adoption,,Cat,Neutered Male,7 years,Siamese Mix,Flame Point,2014,8,1,2555.0,Male,Yes,True,u
242,A716890,Vidalia,2015-12-06 12:41:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,2015,12,6,90.0,Female,Yes,True,u
243,A715741,Simba,2015-11-19 18:45:00,Adoption,,Dog,Neutered Male,3 years,Chow Chow Mix,Red,2015,11,3,1095.0,Male,Yes,True,m
244,A676334,,2014-04-22 15:35:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black,2014,4,1,730.0,Female,No,True,u
245,A668122,,2013-12-01 17:58:00,Adoption,,Dog,Spayed Female,7 years,English Pointer,Liver/White,2013,12,6,2555.0,Female,Yes,False,u
246,A702356,,2015-05-24 17:25:00,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Blue Tabby,2015,5,6,30.0,Male,No,True,u
247,A664842,June,2013-11-09 19:21:00,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White,2013,11,5,730.0,Female,Yes,True,m
248,A709067,Earlene,2015-08-05 00:00:00,Return_to_owner,,Dog,Intact Female,5 months,Boxer Mix,Black/White,2015,8,2,150.0,Female,No,True,m
249,A608918,Vader,2015-06-02 11:56:00,Transfer,Partner,Dog,Neutered Male,4 years,Basset Hound/Labrador Retriever,Black/White,2015,6,1,1460.0,Male,Yes,False,m
250,A651596,Brownie,2014-03-06 17:13:00,Return_to_owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Buff,2014,3,3,730.0,Male,Yes,True,m
251,A720190,Little Missy,2016-02-07 00:00:00,Transfer,Partner,Dog,Spayed Female,7 years,Airedale Terrier Mix,Tricolor,2016,2,6,2555.0,Female,Yes,True,m
252,A676609,Buddy,2014-07-06 12:46:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Chow Chow,Brown,2014,7,6,365.0,Male,Yes,False,m
253,A666504,,2013-12-11 12:49:00,Transfer,Partner,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,2013,12,2,30.0,Male,Yes,True,u
254,A693272,Kodiak,2015-01-31 13:33:00,Adoption,,Dog,Neutered Male,1 month,Beagle/German Shepherd,Black/Brown,2015,1,5,30.0,Male,Yes,False,m
255,A711607,Bosco,2015-09-20 14:50:00,Adoption,,Cat,Neutered Male,2 months,Manx Mix,White/Black,2015,9,6,60.0,Male,Yes,True,u
256,A713337,,2015-10-06 09:00:00,Transfer,SCRP,Cat,Intact Female,3 years,Domestic Shorthair Mix,Blue,2015,10,1,1095.0,Female,No,True,u
257,A672758,Daisy,2014-07-16 13:48:00,Transfer,Partner,Dog,Spayed Female,4 years,Chihuahua Shorthair/Rat Terrier,Tan/White,2014,7,2,1460.0,Female,Yes,False,s
258,A658690,Priscilla,2013-10-19 12:58:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White,2013,10,5,365.0,Female,Yes,True,m
259,A708390,Stella,2015-08-02 18:49:00,Adoption,,Dog,Spayed Female,2 years,Flat Coat Retriever Mix,Black/White,2015,8,6,730.0,Female,Yes,True,m
260,A703383,Dharma,2015-05-28 15:25:00,Transfer,Partner,Dog,Spayed Female,10 years,Cocker Spaniel,Buff,2015,5,3,3650.0,Female,Yes,False,m
261,A689749,Taco,2014-10-18 16:55:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,2014,10,5,60.0,Male,Yes,True,u
262,A699816,Pebbles,2015-04-11 18:01:00,Adoption,,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Tan,2015,4,5,3650.0,Female,Yes,True,s
263,A701791,Arwen,2015-07-19 14:37:00,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Longhair Mix,Brown Tabby/White,2015,7,6,730.0,Female,Yes,True,u
264,A625690,Rainey,2014-07-21 11:09:00,Return_to_owner,,Dog,Spayed Female,7 years,Rat Terrier Mix,White/Black,2014,7,0,2555.0,Female,Yes,True,s
265,A686406,,2014-08-25 17:12:00,Adoption,,Dog,Neutered Male,1 year,Border Terrier/Chihuahua Shorthair,Tan/Black,2014,8,0,365.0,Male,Yes,False,s
266,A710318,Tank,2015-09-17 13:48:00,Transfer,Partner,Dog,Neutered Male,5 years,Pit Bull Mix,Brown Brindle/White,2015,9,3,1825.0,Male,Yes,True,m
267,A698972,Kiki,2015-03-23 17:50:00,Return_to_owner,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Black/Gray,2015,3,0,2190.0,Female,Yes,True,s
268,A710380,,2015-08-22 15:44:00,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby,2015,8,5,7.0,,,True,u
269,A683309,,2014-07-17 18:06:00,Euthanasia,Behavior,Dog,Spayed Female,7 years,Pit Bull Mix,Tan/White,2014,7,3,2555.0,Female,Yes,True,m
270,A640316,Kato,2013-10-02 17:43:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Longhair Mix,Black,2013,10,2,365.0,Male,Yes,True,s
271,A682760,Jasper,2014-07-10 12:48:00,Adoption,,Dog,Neutered Male,1 year,Jack Russell Terrier/Dachshund,White/Brown,2014,7,3,365.0,Male,Yes,False,s
272,A701707,,2015-05-03 17:24:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby,2015,5,6,14.0,Female,No,True,u
273,A669534,,2013-12-24 15:03:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby,2013,12,1,365.0,Female,No,True,u
274,A588218,Roger,2014-12-03 14:24:00,Return_to_owner,,Dog,Neutered Male,5 years,German Shepherd,Black/Brown,2014,12,2,1825.0,Male,Yes,False,l
275,A669795,Roxi,2014-08-11 11:12:00,Return_to_owner,,Dog,Spayed Female,2 years,Rottweiler Mix,Black/Tan,2014,8,0,730.0,Female,Yes,True,m
276,A674448,Hedwig,2014-03-18 17:04:00,Adoption,,Dog,Neutered Male,10 months,Siberian Husky Mix,White/Cream,2014,3,1,300.0,Male,Yes,True,m
277,A701647,,2015-05-25 14:15:00,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black,2015,5,0,90.0,Female,No,True,u
278,A672467,Apollo,2014-02-14 18:59:00,Adoption,,Dog,Neutered Male,9 months,Cardigan Welsh Corgi/Cardigan Welsh Corgi,Fawn/White,2014,2,4,270.0,Male,Yes,False,m
279,A712244,,2015-09-21 15:57:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White,2015,9,0,30.0,Female,No,True,u
280,A677462,,2014-04-25 15:17:00,Transfer,Partner,Cat,Unknown,0 years,Domestic Shorthair Mix,Blue,2014,4,4,0.0,,,True,u
281,A715761,,2015-11-10 09:00:00,Transfer,SCRP,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico,2015,11,1,1825.0,Female,Yes,True,u
282,A720860,,2016-02-20 21:16:00,Adoption,,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Chocolate/White,2016,2,5,240.0,Female,Yes,True,s
283,A701337,,2015-04-30 14:43:00,Transfer,Partner,Dog,Intact Male,1 year,Cairn Terrier Mix,Cream,2015,4,3,365.0,Male,No,True,s
284,A710881,Ruth,2015-10-14 10:12:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby,2015,10,2,60.0,Female,Yes,True,u
285,A663948,Pumpkin,2013-10-08 17:23:00,Return_to_owner,,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White,2013,10,1,90.0,Male,Yes,False,u
286,A699819,Coco,2015-04-06 15:37:00,Return_to_owner,,Dog,Intact Male,14 years,Chihuahua Shorthair Mix,Chocolate/White,2015,4,0,5110.0,Male,No,True,s
287,A674638,Sam,2014-03-16 10:48:00,Return_to_owner,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Chocolate,2014,3,6,2555.0,Male,Yes,True,m
288,A718743,Newton,2016-01-10 11:36:00,Adoption,,Dog,Neutered Male,2 years,Shih Tzu,Gray/White,2016,1,6,730.0,Male,Yes,False,s
289,A714820,Lizzie,2015-11-05 00:00:00,Transfer,Partner,Dog,Spayed Female,6 months,Plott Hound Mix,Brown Brindle,2015,11,3,180.0,Female,Yes,True,m
290,A667613,Orion,2014-01-13 15:18:00,Adoption,,Dog,Neutered Male,11 months,Australian Shepherd Mix,Tan/White,2014,1,0,330.0,Male,Yes,True,m
291,A696059,Chewy,2015-02-05 14:28:00,Adoption,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/White,2015,2,3,1095.0,Male,Yes,True,s
292,A690806,Hailey,2014-11-07 13:36:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Longhair Mix,Black/White,2014,11,4,60.0,Female,No,True,u
293,A676494,Jimmy,2014-04-27 15:11:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Border Collie,Black/White,2014,4,6,365.0,Male,Yes,False,m
294,A689138,,2014-09-29 18:28:00,Euthanasia,Suffering,Cat,Intact Female,4 weeks,Siamese Mix,Blue Point,2014,9,0,28.0,Female,No,True,u
295,A599155,Machete,2015-03-28 19:25:00,Euthanasia,Suffering,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown,2015,3,5,1460.0,Male,Yes,True,s
296,A665587,Cheddar,2013-11-27 14:36:00,Adoption,,Cat,Neutered Male,8 years,Domestic Medium Hair Mix,Orange Tabby,2013,11,2,2920.0,Male,Yes,True,u
297,A663555,Amelia,2013-10-16 17:01:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,2013,10,2,90.0,Female,Yes,True,u
298,A691345,Jelly Bean,2014-11-09 14:47:00,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Brown/White,2014,11,6,60.0,Female,Yes,True,m
299,A685242,,2014-08-15 12:54:00,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie,2014,8,4,120.0,Female,Yes,True,u
300,A674659,,2014-03-21 17:10:00,Euthanasia,Aggressive,Dog,Intact Male,2 years,Labrador Retriever/Great Dane,Tan/Black,2014,3,4,730.0,Male,No,False,m
301,A683609,Rascal,2014-07-17 17:50:00,Return_to_owner,,Dog,Neutered Male,6 years,Dachshund Mix,Brown,2014,7,3,2190.0,Male,Yes,True,s
302,A695710,Layla,2015-08-02 13:17:00,Transfer,Partner,Dog,Spayed Female,11 months,Boxer Mix,Brown Brindle/White,2015,8,6,330.0,Female,Yes,True,m
303,A713063,,2015-10-08 16:26:00,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan/White,2015,10,3,365.0,Female,Yes,True,m
304,A667520,,2013-11-23 16:00:00,Transfer,Partner,Dog,Neutered Male,4 years,Shih Tzu/Miniature Poodle,Apricot/White,2013,11,5,1460.0,Male,Yes,False,s
305,A685145,Mundy,2014-09-13 14:10:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue/White,2014,9,5,60.0,Male,Yes,True,u
306,A716488,,2015-11-23 00:00:00,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Red,2015,11,0,730.0,Male,Yes,True,m
307,A667537,,2013-11-25 17:07:00,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Red Merle/Black,2013,11,0,60.0,Female,Yes,True,m
308,A694601,Barnaby,2015-01-06 18:37:00,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black,2015,1,1,180.0,Male,Yes,True,u
309,A638060,Noah,2015-08-16 17:38:00,Adoption,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black/White,2015,8,6,2920.0,Male,Yes,True,u
310,A672067,Jesse,2014-02-13 17:36:00,Return_to_owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby,2014,2,3,1095.0,Male,Yes,True,u
311,A684664,Leo,2014-08-10 17:25:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White,2014,8,6,730.0,Male,Yes,True,s
312,A691531,,2014-11-07 17:15:00,Transfer,Partner,Dog,Intact Male,2 months,Australian Cattle Dog Mix,White/Brown,2014,11,4,60.0,Male,No,True,m
313,A688600,,2014-09-21 13:21:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie,2014,9,6,21.0,Female,No,True,u
314,A704032,Madison,2015-06-05 14:31:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,2015,6,4,60.0,Female,Yes,True,u
315,A703630,Sheldon,2015-06-30 07:01:00,Adoption,Foster,Dog,Neutered Male,4 years,German Shepherd Mix,Brown,2015,6,1,1460.0,Male,Yes,True,l
316,A668671,Chris,2013-12-16 14:57:00,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby/White,2013,12,0,1825.0,Male,Yes,True,u
317,A696247,Jillian,2015-11-22 13:47:00,Adoption,,Dog,Spayed Female,2 years,Pointer Mix,Chocolate/White,2015,11,6,730.0,Female,Yes,True,m
